goodsSn,상품명,정가,판매가,브랜드,대분류,중분류,배송유형,배송료,배송기간,사다리차_비용규정,직접운반_규정,현장설치_추가작업비,교환반품_배송비,교환반품_신청기간_조건,옵션목록,옵션별가격,썸네일URL,상품URL
P200184180,알레 3000 옷장 (10.5자),1631000,,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),무광도어 | 유광도어 | 손잡이_브론즈 | 손잡이_실버 | 손잡이_화이트,"알레 3000 옷장 무광도어 브론즈 손잡이: 1,631,000원 | 알레 3000 옷장 무광도어 실버 손잡이: 1,631,000원 | 알레 3000 옷장 무광도어 화이트 손잡이: 1,631,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200184180/GM43536193_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200184180
P100027624,[클리어런스] 뉴트 3350 옷장세트,19840001597000,20,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),그레이(프릴드 샤크 그레이) | 누디베이지(시 트렌치 소프트 샌드),"뉴트 3350 옷장세트 - 그레이: 1,597,000원 | 뉴트 3350 옷장세트 - 누디베이지: 1,597,000원",,https://living.hyundailivart.co.kr/p/P100027624
P100032088,[클리어런스] 토피 1600 옷장 거울도어,916000732000,20,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),화이트(폴라화이트) | 화이트오크(걸페더화이트) | 행거형A+B | 행거형B+B,"토피 1600 옷장 일반형(거울도어) 4종택1 - 행거형A+B (화이트오크): 732,000원 | 토피 1600 옷장 일반형(거울도어) 4종택1 - 행거형B+B (화이트오크): 732,000원 | 토피 1600 옷장 일반형(거울도어) 4종택1 - 행거형A+B (화이트): 732,000원 | 토피 1600 옷장 일반형(거울도어) 4종택1 - 행거형B+B (화",,https://living.hyundailivart.co.kr/p/P100032088
P200124758,[클리어런스] 아일 드레스룸 600 단독형,204000133000,35,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),오렌지(스포티드 스위트립 오렌지) | 화이트(피시본 화이트) | 600 3단서랍옷장 | 600 4단서랍옷장(파우더장.거울미포함) | 600 긴옷장 | 600 낮은선반장 | 600 낮은옷장 | 600 선반옷장 | 600 선반장 | 600 수납옷장,"[아울렛] 아일 드레스룸 600 단독형 긴옷장 화이트: 173,000원 | [아울렛] 아일 드레스룸 600 단독형 짧은옷장 화이트: 183,000원 | [아울렛] 아일 드레스룸 600 단독형 선반옷장 화이트: 199,000원 | [아울렛] 아일 드레스룸 600 단독형 의류케어장 화이트: 165,000원 | [아울렛] 아일 드레스룸 600 단독형 3단서랍옷장",https://static.hyundailivart.co.kr/upload_mall/goods/P200124758/GM42491757_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200124758
P100034037,[클리어런스] 퓨리타 엔드판넬 화이트,8000055100,31,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,,https://living.hyundailivart.co.kr/p/P100034037
P100032067,[클리어런스] 토피 1200 거울도어 옷장,765000629000,18,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),화이트(폴라화이트) | 화이트오크(걸페더화이트),"토피 1200 옷장 일반형(거울도어) 2종택1 - 화이트오크: 629,000원 | 토피 1200 옷장 일반형(거울도어) 2종택1 - 화이트: 629,000원",,https://living.hyundailivart.co.kr/p/P100032067
P200124768,[클리어런스] 아일 드레스룸 2000 D형,905000588000,35,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),오렌지(스포티드 스위트립 오렌지) | 화이트(피시본 화이트),"[아울렛] 아일 드레스룸 2000 D형 화이트: 619,000원 | [아울렛] 아일 드레스룸 2000 D형 오렌지: 619,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200124768/GM42491914_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200124768
P100033836,[클리어런스] 퓨리타 1600 키큰옷장 거울도어 화이트,902000592800,34,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),이불장+긴옷장 | 골드 손잡이 | 화이트 손잡이,"[아울렛] 퓨리타 화이트 1600 키큰옷장(거울도어) - A1) 1600 손잡이화이트: 624,000원 | [아울렛] 퓨리타 화이트 1600 키큰옷장(거울도어) - B1) 1600 손잡이골드: 624,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P100033836/GM42709048_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P100033836
P200131713,[클리어런스] 퓨리타 1000 키큰옷장 일반도어 그레이,399000262200,34,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),긴옷장 | 남정리장 | 여정리장 | 짧은옷장(이불장),"[아울렛] 퓨리타 1000 키큰옷장 긴옷장 일반도어 그레이: 284,000원 | [아울렛] 퓨리타 1000 키큰옷장 짧은옷장 일반도어 그레이: 276,000원 | [아울렛] 퓨리타 1000 키큰옷장 남정리장 일반도어 그레이: 299,000원 | [아울렛] 퓨리타 1000 키큰옷장 여정리장 일반도어 그레이: 326,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200131713/GM42709128_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200131713
P100033909,[클리어런스] 퓨리타 1600 키큰옷장 일반도어 그레이,738000484500,34,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P100033909/GM42730091_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P100033909
P100023928,[클리어런스] 뉴트 980 중앙서랍옷장 누디베이지,572000470000,18,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,,https://living.hyundailivart.co.kr/p/P100023928
