goodsSn,상품명,정가,판매가,브랜드,대분류,중분류,배송유형,배송료,배송기간,사다리차_비용규정,직접운반_규정,현장설치_추가작업비,교환반품_배송비,교환반품_신청기간_조건,옵션목록,옵션별가격,썸네일URL,상품URL
P100032078,[클리어런스] 토피 1200 일반도어 서랍옷장,735000611000,17,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),2단서랍형 | 3단서랍형 | 화이트(폴라화이트) | 화이트오크(걸페더화이트),"토피 1200 옷장 서랍형(일반도어) 4종택1 - 3단서랍형(화이트오크): 611,000원 | 토피 1200 옷장 서랍형(일반도어) 4종택1 - 2단서랍형(화이트오크): 611,000원 | 토피 1200 옷장 서랍형(일반도어) 4종택1 - 3단서랍형(화이트): 611,000원 | 토피 1200 옷장 서랍형(일반도어) 4종택1 - 2단서랍형(화이트): 611",,https://living.hyundailivart.co.kr/p/P100032078
P200124761,[클리어런스] 아일 드레스룸 800 연결형,14500094000,35,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),오렌지(스포티드 스위트립 오렌지) | 화이트(피시본 화이트) | 800 3단서랍옷장 | 800 4단서랍옷장(파우더장.거울미포함) | 800 긴옷장 | 800 낮은장 연결형_낮은선반장 | 800 낮은장 연결형_낮은옷장 | 800 높은장 연결형_낮은선반장 | 800 높은장,"[아울렛] 아일 드레스룸 800 연결형 긴옷장 화이트: 128,000원 | [아울렛] 아일 드레스룸 800 연결형 짧은옷장 화이트: 138,000원 | [아울렛] 아일 드레스룸 800 연결형 선반옷장 화이트: 155,000원 | [아울렛] 아일 드레스룸 800 연결형 3단서랍옷장 화이트: 320,000원 | [아울렛] 아일 드레스룸 800 연결형 수납옷장 ",https://static.hyundailivart.co.kr/upload_mall/goods/P200124761/GM42491802_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200124761
P100033828,[클리어런스] 퓨리타 1600 키큰옷장 일반도어 화이트,738000484500,34,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),이불장+긴옷장 | 골드 손잡이 | 화이트 손잡이,"[아울렛] 퓨리타 화이트 1600 키큰옷장(일반도어) - A1) 1600 손잡이화이트: 510,000원 | [아울렛] 퓨리타 화이트 1600 키큰옷장(일반도어) - B1) 1600 손잡이골드: 510,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P100033828/GM42709006_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P100033828
P200136472,[클리어런스] 엘리아 2000 키큰옷장,797000425600,47,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P200136472/GM42778843_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200136472
P100026380,[클리어런스] 엘리아 980 3단서랍옷장,691000384700,44,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P100026380/GM42778823_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P100026380
P100032116,[클리어런스] 토피 1600 일반도어 서랍옷장,853000701000,18,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),화이트(폴라화이트) | 화이트오크(걸페더화이트) | 2단서랍형+행거형A | 2단서랍형+행거형B | 3단서랍형+행거형A | 3단서랍형+행거형B,"토피 1600 옷장 서랍형(일반도어) 8종택1 - 3단서랍형+행거형A (화이트오크): 701,000원 | 토피 1600 옷장 서랍형(일반도어) 8종택1 - 3단서랍형+행거형B (화이트오크): 701,000원 | 토피 1600 옷장 서랍형(일반도어) 8종택1 - 2단서랍형+행거형A (화이트오크): 701,000원 | 토피 1600 옷장 서랍형(일반도어) 8종",,https://living.hyundailivart.co.kr/p/P100032116
P100032062,[클리어런스] 토피 800 일반도어 서랍옷장,487000411000,16,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),2단서랍형 | 3단서랍형 | 화이트(폴라화이트) | 화이트오크(걸페더화이트),"토피 800 옷장 서랍형(일반도어) 4종택1 - 3단서랍형 (화이트오크): 411,000원 | 토피 800 옷장 서랍형(일반도어) 4종택1 - 2단서랍형 (화이트오크): 411,000원 | 토피 800 옷장 서랍형(일반도어) 4종택1 - 3단서랍형 (화이트): 411,000원 | 토피 800 옷장 서랍형(일반도어) 4종택1 - 2단서랍형 (화이트): 411",,https://living.hyundailivart.co.kr/p/P100032062
P200198879,에딧 붙박이장,1252000,,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),2100~2400 짧은옷 수납장A(1000)+긴옷 멀티수납장D(900) | 2200~2500 짧은옷 수납장A(1000)+긴옷 멀티수납장D(1000) | 2500~2800 짧은옷 수납장A(900)+짧은옷 멀티수납장C(900)+틈새 수납장A(500) | 2900~3200 ,"에딧 2400 붙박이장 화이트 도어 화이트 손잡이: 1,252,000원 | 에딧 2400 붙박이장 화이트 도어 브론즈 손잡이: 1,252,000원 | 에딧 2400 붙박이장 그레이지 도어 브론즈 손잡이: 1,252,000원 | 에딧 2500 붙박이장 화이트 도어 화이트 손잡이: 1,266,000원 | 에딧 2500 붙박이장 화이트 도어 브론즈 손잡이: 1,",https://static.hyundailivart.co.kr/upload_mall/goods/P200198879/GM43989448_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200198879
P100032005,[클리어런스] 토피 슬라이딩 1200 옷장 행거형,618000461700,25,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),화이트(폴라화이트) | 화이트오크(걸페더화이트),"토피 1200 슬라이딩 옷장(행거형) - 화이트오크: 486,000원 | 토피 1200 슬라이딩 옷장(행거형) - 화이트: 486,000원",,https://living.hyundailivart.co.kr/p/P100032005
P200199490,어셈블 1200 슬라이딩 옷장,598000,,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),긴옷장+긴옷장 | 짧은옷장+긴옷장 | 짧은옷장+짧은옷장 | 높은장(216cm) | 일반장(181cm) | 내추럴 | 화이트 | 원형(그린) | 원형(블루) | 원형(옐로우),"어셈블 서재가구 옷장 일반형 1200 슬라이딩 옷장(옷봉 2개입) 내추럴(원형 손잡이 2EA 그린): 598,000원 | 어셈블 서재가구 옷장 일반형 1200 슬라이딩 옷장(옷봉 2개입) 내추럴(원형 손잡이 2EA 블루): 598,000원 | 어셈블 서재가구 옷장 일반형 1200 슬라이딩 옷장(옷봉 2개입) 내추럴(원형 손잡이 2EA 옐로우): 598,00",https://static.hyundailivart.co.kr/upload_mall/goods/P200199490/GM43989631_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200199490
P100032012,[클리어런스] 토피 슬라이딩 1200 옷장 긴옷장,608000454100,25,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),화이트(폴라화이트) | 화이트오크(걸페더화이트),"토피 1200 슬라이딩 옷장(긴옷행거형) - 화이트오크: 478,000원 | 토피 1200 슬라이딩 옷장(긴옷행거형) - 화이트: 478,000원",,https://living.hyundailivart.co.kr/p/P100032012
P100032070,[클리어런스] 토피 1200 거울도어 서랍옷장,865000729000,16,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),2단서랍형 | 3단서랍형 | 화이트(폴라화이트) | 화이트오크(걸페더화이트),"토피 1200 옷장 서랍형(거울도어) 4종택1 - 3단서랍형 (화이트오크): 729,000원 | 토피 1200 옷장 서랍형(거울도어) 4종택1 - 2단서랍형 (화이트오크): 729,000원 | 토피 1200 옷장 서랍형(거울도어) 4종택1 - 3단서랍형 (화이트): 729,000원 | 토피 1200 옷장 서랍형(거울도어) 4종택1 - 2단서랍형 (화이트):",,https://living.hyundailivart.co.kr/p/P100032070
P200124765,[클리어런스] 아일 드레스룸 2000 A형,641000414200,35,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),오렌지(스포티드 스위트립 오렌지) | 화이트(피시본 화이트),"[아울렛] 아일 드레스룸 2000 A형 화이트: 436,000원 | [아울렛] 아일 드레스룸 2000 A형 오렌지: 436,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200124765/GM42491878_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200124765
P100027615,[클리어런스] 뉴트 2400 옷장세트,14120001080000,24,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),그레이(프릴드 샤크 그레이) | 누디베이지(시 트렌치 소프트 샌드),"뉴트 2400 옷장세트 - 그레이: 1,080,000원 | 뉴트 2400 옷장세트 - 누디베이지: 1,080,000원",,https://living.hyundailivart.co.kr/p/P100027615
P100033818,[클리어런스] 퓨리타 800 키큰옷장 거울도어 화이트,523000342900,34,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),긴옷장 | 남정리장 | 여정리장 | 이불장 | 골드 손잡이 | 화이트 손잡이,"[아울렛] 퓨리타 화이트 800 키큰옷장(거울도어) - A1) 800 손잡이화이트 : 376,000원 | [아울렛] 퓨리타 화이트 800 키큰옷장(거울도어) - A2) 800 손잡이화이트 : 361,000원 | [아울렛] 퓨리타 화이트 800 키큰옷장(거울도어) - A3) 800 손잡이화이트: 381,000원 | [아울렛] 퓨리타 화이트 800 키큰옷장(거",https://static.hyundailivart.co.kr/upload_mall/goods/P100033818/GM42708710_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P100033818
P100032083,[클리어런스] 토피 1600 옷장 일반도어,753000603000,20,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),화이트(폴라화이트) | 화이트오크(걸페더화이트) | 행거형A+B | 행거형B+B,"토피 1600 옷장 일반형(일반도어) 4종택1 - 행거형A+B (화이트오크): 603,000원 | 토피 1600 옷장 일반형(일반도어) 4종택1 - 행거형B+B (화이트오크): 603,000원 | 토피 1600 옷장 일반형(일반도어) 4종택1 - 행거형A+B (화이트): 603,000원 | 토피 1600 옷장 일반형(일반도어) 4종택1 - 행거형B+B (화",,https://living.hyundailivart.co.kr/p/P100032083
P200131708,[클리어런스] 퓨리타 1000 키큰옷장 거울도어 화이트,607000399900,34,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),긴옷장 | 남정리장 | 여정리장 | 짧은옷장(이불장) | 골드 손잡이 | 화이트 손잡이,"[아울렛] 퓨리타 1000 키큰옷장 긴옷장 거울도어 화이트 화이트손잡이: 428,000원 | [아울렛] 퓨리타 1000 키큰옷장 짧은옷장 거울도어 화이트 화이트손잡이: 421,000원 | [아울렛] 퓨리타 1000 키큰옷장 남정리장 거울도어 화이트 화이트손잡이: 443,000원 | [아울렛] 퓨리타 1000 키큰옷장 여정리장 거울도어 화이트 화이트손잡이: ",https://static.hyundailivart.co.kr/upload_mall/goods/P200131708/GM42712572_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200131708
P200189118,네르하 3000 슬라이딩 옷장,2110000,,리바트,옷장/드레스룸,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),옷장 1~4통 추가 시 3.5만~8만원 / 드레스룸 1~4통 추가 시 1만~4만원 현장 작업비,"105,200원 (옷장/수납장 1통당 부과, 통 수량에 따라 총 반품비 변동)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,https://static.hyundailivart.co.kr/upload_mall/goods/P200189118/GM43668162_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200189118
